Label	Species	Name_full	Name_partial	CAZy:AA1	CAZy:AA11	CAZy:AA12	CAZy:AA14	CAZy:AA16	CAZy:AA2	CAZy:AA3	CAZy:AA4	CAZy:AA5	CAZy:AA6	CAZy:AA7	CAZy:AA8	CAZy:AA9	CAZy:CBM18	CAZy:CBM21	CAZy:CBM35	CAZy:CBM4	CAZy:CBM43	CAZy:CBM46	CAZy:CBM50	CAZy:CBM51	CAZy:CBM52	CAZy:CE1	CAZy:CE10	CAZy:CE12	CAZy:CE15	CAZy:CE16	CAZy:CE3	CAZy:CE4	CAZy:CE5	CAZy:CE8	CAZy:GH1	CAZy:GH10	CAZy:GH104	CAZy:GH105	CAZy:GH106	CAZy:GH108	CAZy:GH115	CAZy:GH117	CAZy:GH12	CAZy:GH125	CAZy:GH127	CAZy:GH128	CAZy:GH13	CAZy:GH131	CAZy:GH132	CAZy:GH133	CAZy:GH134	CAZy:GH145	CAZy:GH146	CAZy:GH15	CAZy:GH152	CAZy:GH154	CAZy:GH16	CAZy:GH17	CAZy:GH18	CAZy:GH19	CAZy:GH2	CAZy:GH20	CAZy:GH23	CAZy:GH24	CAZy:GH25	CAZy:GH26	CAZy:GH27	CAZy:GH28	CAZy:GH3	CAZy:GH31	CAZy:GH32	CAZy:GH33	CAZy:GH35	CAZy:GH37	CAZy:GH38	CAZy:GH43	CAZy:GH45	CAZy:GH47	CAZy:GH49	CAZy:GH5	CAZy:GH51	CAZy:GH53	CAZy:GH55	CAZy:GH6	CAZy:GH65	CAZy:GH7	CAZy:GH71	CAZy:GH72	CAZy:GH74	CAZy:GH75	CAZy:GH76	CAZy:GH78	CAZy:GH79	CAZy:GH81	CAZy:GH85	CAZy:GH88	CAZy:GH92	CAZy:GH93	CAZy:GH95	CAZy:GT1	CAZy:GT15	CAZy:GT17	CAZy:GT20	CAZy:GT21	CAZy:GT22	CAZy:GT24	CAZy:GT26	CAZy:GT2_Chitin_synth	CAZy:GT2_Glycos_transf	CAZy:GT2_Glyco_tranf_2	CAZy:GT2_Glyco_trans_2	CAZy:GT3	CAZy:GT32	CAZy:GT33	CAZy:GT34	CAZy:GT35	CAZy:GT39	CAZy:GT4	CAZy:GT48	CAZy:GT50	CAZy:GT51	CAZy:GT57	CAZy:GT58	CAZy:GT59	CAZy:GT62	CAZy:GT66	CAZy:GT69	CAZy:GT76	CAZy:GT77	CAZy:GT8	CAZy:GT90	CAZy:PL1	CAZy:PL17	CAZy:PL3	CAZy:PL35	CAZy:PL4	CAZy:PL7	CAZy:PL9	CAZy:SLH	
Sample_6977-AD-12-filtered	Gyromitra anthracobia	Gyromitra anthracobia UM1716 USA-OR	Gyromitra anthracobia UM1716	4	8	1	2	2	1	13	0	1	1	8	3	31	1	1	2	0	1	1	0	0	0	2	10	3	1	2	1	7	5	2	3	4	0	2	0	0	1	0	1	1	1	2	7	2	2	1	1	1	1	1	1	1	8	5	4	0	4	2	0	0	0	2	0	6	12	6	1	0	4	1	1	12	0	4	1	16	2	1	3	3	1	1	1	4	0	2	4	1	1	2	1	2	1	1	2	1	4	0	3	1	3	1	0	6	2	1	2	1	2	1	3	1	3	4	0	1	0	2	1	1	3	1	2	0	0	6	1	11	0	5	0	6	0	0	0	
Sample_6977-AD-13-filtered	Gyromitra ambigua	Gyromitra ambigua UM1693 USA-southwest	Gyromitra ambigua UM1693	5	8	0	1	1	1	14	0	1	1	10	1	24	1	1	1	0	1	1	0	0	0	2	11	3	1	3	1	7	1	2	2	4	0	2	1	0	1	1	1	1	1	1	7	2	2	1	1	1	1	2	1	1	8	4	5	0	4	2	0	0	0	2	0	4	12	8	1	0	5	1	1	13	1	5	0	15	2	1	4	3	1	2	1	4	1	2	4	1	1	1	1	2	1	1	2	1	4	0	2	1	2	1	0	6	2	0	1	1	1	1	3	1	3	4	1	1	0	2	1	1	3	1	2	1	0	6	2	10	0	5	0	6	0	0	0	
Sample_6977-AD-14-filtered	Hydnotrya sp. 1	Gyromitra sp. 1 FLAS-F-59196 USA-NH	Gyromitra sp. 1 FLAS-F-59196	4	8	0	0	1	1	10	1	1	1	5	0	5	0	1	0	0	1	0	1	0	0	1	6	2	0	1	0	6	4	2	1	1	0	0	0	0	0	0	1	1	0	1	5	2	1	0	0	0	0	2	1	0	7	4	5	0	2	1	0	0	0	0	0	3	6	5	1	0	1	1	1	3	0	4	0	7	1	0	3	1	1	1	0	4	0	3	6	0	0	1	1	0	0	0	0	1	4	0	3	1	3	1	0	7	2	1	2	1	2	1	2	1	2	5	1	1	0	2	0	1	3	1	2	1	0	5	1	0	0	0	0	0	0	0	0	
Sample_6977-AD-15-filtered	Hydnotrya sp. 2	Gyromitra sp. 5 FLAS-F-59198 USA-NH	Gyromitra sp. 5 FLAS-F-59198	5	7	0	0	1	1	8	0	1	1	3	0	4	0	1	0	0	1	0	0	0	0	1	6	1	0	1	0	6	1	1	1	0	0	1	0	0	0	0	1	1	0	1	4	1	2	1	0	0	0	2	1	0	5	3	4	0	2	2	0	0	0	0	0	3	7	3	1	0	0	1	1	3	0	4	0	6	0	0	3	1	1	1	0	4	0	1	4	0	0	1	1	0	0	0	0	0	5	0	3	1	3	1	0	6	2	1	1	1	2	1	3	1	3	4	0	1	0	2	1	1	3	1	2	1	0	5	1	0	0	0	0	0	0	0	0	
Sample_6977-AD-16-filtered	Hydnotrya variiformis	Gyromitra variiformis FLAS-F-60223 USA-CA	Gyromitra variiformis FLAS-F-60223	4	7	0	0	1	1	7	0	1	1	4	0	5	0	1	0	0	1	0	2	0	0	1	8	2	0	1	0	7	2	1	2	2	0	0	0	1	0	0	1	1	0	1	6	1	2	1	0	0	0	2	0	0	5	5	5	0	2	2	0	0	0	0	1	3	6	4	1	0	0	1	1	4	0	5	0	8	1	0	3	1	1	1	0	4	0	2	5	0	0	1	1	0	0	0	0	1	4	0	3	1	3	1	0	6	2	1	1	1	2	1	3	1	3	4	0	1	0	2	1	1	3	1	1	1	0	4	1	1	0	0	0	1	0	0	0	
Sample_6977-AD-17-filtered	Gyromitra larryi	Gyromitra larryi FLAS-F-61941 USA-WA	Gyromitra larryi FLAS-F-61941	2	9	1	3	0	1	9	0	1	1	6	1	22	0	1	1	0	1	0	1	0	0	2	10	2	1	2	1	7	4	0	2	3	0	2	0	0	1	0	1	1	0	2	5	2	2	1	1	1	0	2	1	1	6	6	4	0	3	2	0	0	0	1	0	1	8	8	0	0	4	1	1	5	1	5	0	15	2	1	4	3	1	2	2	4	1	2	4	0	1	1	1	1	1	0	2	1	5	0	3	1	4	1	0	6	2	0	1	1	2	1	3	1	3	4	0	1	0	2	1	1	3	1	2	1	0	5	1	4	0	4	0	3	0	0	0	
Sample_6977-AD-18-filtered	Gyromitra antarctica	Gyromitra antarctica FLAS-F-63725 Argentina	Gyromitra antarctica FLAS-F-63725	4	8	1	2	1	1	9	1	1	1	8	1	27	3	1	1	0	1	1	0	0	0	2	7	3	1	2	1	8	3	2	2	4	0	3	0	2	2	0	1	1	1	2	7	1	2	1	1	1	1	2	1	1	6	3	5	0	4	2	1	0	1	2	0	4	11	5	1	1	4	1	1	10	0	5	0	16	1	1	3	2	1	2	1	4	0	2	4	1	1	1	1	2	1	1	2	2	5	0	3	1	4	1	0	8	4	1	1	1	1	1	3	1	3	4	0	1	0	2	1	1	3	1	2	1	0	6	1	10	0	5	0	6	0	0	0	
Sample_6977-AD-19-filtered	Gyromitra sp. 8	Gyromitra sp. 8 MICH4601 USA-ID	Gyromitra sp. 8 MICH4601	2	11	1	3	0	1	8	1	1	1	7	2	18	1	1	0	0	1	0	0	0	0	2	10	2	1	2	1	6	2	2	2	3	0	2	0	0	1	0	1	1	0	2	4	2	2	1	1	1	0	2	1	1	7	6	3	0	4	2	0	0	0	0	2	0	9	8	0	0	4	1	1	5	1	5	0	14	2	1	3	3	1	2	2	4	1	2	4	0	1	1	0	1	1	0	1	1	4	0	3	1	4	1	0	7	2	1	1	1	1	1	3	1	3	4	1	1	0	2	1	1	3	1	1	1	0	5	1	4	0	2	0	3	0	0	0	
Sample_6977-AD-20-filtered	Gyromitra melaleucoides	Gyromitra melaleucoides MICH1455 USA-CO	Gyromitra melaleucoides MICH1455	5	7	1	2	1	1	10	0	1	1	9	1	28	0	1	2	0	1	1	0	0	0	3	7	2	1	3	1	4	4	2	2	3	0	2	0	0	1	0	1	1	0	2	6	2	2	1	1	1	0	2	2	1	5	4	3	0	2	2	0	0	0	1	1	0	8	8	0	0	2	1	1	6	1	5	0	14	2	1	3	3	1	4	1	4	0	1	4	0	0	1	1	1	1	0	2	1	5	0	3	1	3	0	0	6	2	1	1	1	2	1	3	1	3	4	1	1	0	2	1	1	3	1	3	1	0	5	2	4	0	3	0	3	0	0	0	
Sample_6977-AD-22-filtered	Gyromitra leucoxantha	Gyromitra leucoxantha MICH25407 USA-MI	Gyromitra leucoxantha MICH25407	0	4	0	2	0	0	2	0	0	1	2	1	9	1	1	0	0	1	1	0	0	0	0	3	2	0	2	0	5	1	0	2	2	0	1	0	0	0	0	0	1	0	2	4	0	1	1	0	1	0	1	0	1	1	2	3	0	2	2	0	0	0	1	0	0	5	4	0	0	1	1	1	0	1	2	0	6	1	1	1	3	1	0	1	3	1	2	2	0	0	0	1	0	0	0	1	1	3	0	1	0	3	1	0	3	1	0	0	0	0	1	1	0	1	2	1	1	0	1	0	0	1	0	0	0	0	2	0	1	0	3	0	1	0	0	0	
Sample_6977-AD-23-filtered	Gyromitra caroliniana	Gyromitra caroliniana MICH25515 USA-MS	Gyromitra caroliniana MICH25515	2	9	1	2	0	1	6	1	1	1	9	1	16	0	1	1	0	1	0	0	0	0	2	9	0	1	1	1	6	2	0	2	3	0	1	0	0	1	0	0	1	0	2	4	2	2	1	0	1	0	2	1	1	7	4	2	0	3	1	0	0	0	1	0	1	9	6	0	0	4	1	1	2	1	5	0	11	0	0	3	3	1	2	2	4	1	1	5	0	0	1	1	1	1	0	1	1	5	0	2	1	4	0	0	6	2	0	1	1	1	1	3	1	3	3	1	1	0	2	1	1	3	1	1	0	0	6	1	3	0	2	0	3	0	0	0	
Sample_6977-AD-25-filtered	Gyromitra brunnea	Gyromitra brunnea MICH352048 USA-KA	Gyromitra brunnea MICH352048	2	11	1	2	0	1	6	1	1	1	9	1	18	0	1	1	0	1	0	0	0	0	2	8	1	1	2	1	4	2	1	2	3	0	2	0	0	1	0	0	1	0	2	5	1	2	1	0	1	0	2	1	1	6	5	3	0	3	2	0	2	0	1	0	0	8	7	0	0	4	1	1	3	1	5	0	12	1	1	3	3	1	2	1	4	1	2	5	0	0	1	1	1	1	0	1	2	4	0	3	1	3	0	0	6	2	0	1	1	1	1	3	1	3	4	1	1	0	2	1	1	3	1	1	1	0	6	1	4	0	2	0	3	0	0	0	
Sample_6977-AD-26-filtered	Gyromitra korfii	Gyromitra korfii CUP-K-4801 USA-NY	Gyromitra korfii CUP-K-4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Sample_8120-AD-3-filtered	Gyromitra spinosospora	Gyromitra spinosospora LUG3910 Italy	Gyromitra spinosospora LUG3910	2	9	1	3	0	1	10	1	1	0	6	1	19	0	1	1	0	1	0	0	0	1	2	6	1	1	2	1	5	2	2	2	3	0	2	0	0	1	0	1	1	0	2	4	2	2	1	1	1	0	2	1	1	7	6	2	0	2	2	0	0	0	1	0	1	9	6	0	0	4	1	1	5	1	5	0	14	1	1	3	3	1	2	2	4	1	2	5	0	1	1	1	1	1	0	1	1	5	0	3	1	3	1	0	6	2	1	1	1	2	1	3	1	3	3	1	1	0	2	1	1	3	1	0	1	0	5	1	4	0	2	0	3	0	0	0	
Sample_8120-AD-4-filtered	Gyromitra sichuanensis	Gyromitra sichuanensis CUP-CH002522 China	Gyromitra sichuanensis CUP-CH002522	5	7	0	2	1	1	13	1	1	1	11	1	26	2	1	1	0	1	1	0	0	0	2	13	3	1	3	1	7	0	2	2	4	0	2	0	0	2	0	1	1	1	1	7	2	2	1	1	1	1	2	1	0	8	4	5	0	4	2	0	0	0	1	0	4	10	9	1	0	4	1	1	10	1	5	0	16	2	1	4	3	1	3	1	4	1	2	5	1	1	1	1	2	1	1	1	1	5	0	3	1	3	1	0	6	2	1	1	1	1	1	2	1	2	5	0	1	0	2	1	1	3	1	3	2	0	6	2	9	0	5	0	7	0	0	0	
Sample_8120-AD-5-filtered	Gyromitra grandis	Gyromitra grandis LE247912 Russia	Gyromitra grandis LE247912	2	11	1	2	0	1	6	1	1	1	7	2	19	0	1	1	0	1	1	0	0	0	2	11	1	1	2	1	5	2	1	2	3	0	1	0	0	1	0	0	1	0	2	4	2	2	1	0	1	0	2	1	1	6	4	3	0	3	3	0	0	0	1	0	1	9	7	0	0	4	1	1	3	1	5	0	11	1	0	3	3	1	2	2	4	1	2	5	0	0	1	1	1	0	0	1	1	5	0	2	1	4	0	0	6	2	0	1	1	2	1	2	1	3	4	1	1	0	2	1	1	3	1	1	1	0	6	1	4	0	3	0	3	0	0	0	
Sample_8120-AD-6-filtered	Gyromitra grandis	Gyromitra grandis TNS-F-80830 Japan	Gyromitra grandis TNS-F-80830	2	6	1	2	0	1	4	1	0	1	4	1	14	0	0	0	0	1	0	0	1	0	2	8	1	1	2	1	4	1	1	1	1	0	1	0	0	1	0	0	1	0	2	3	2	2	1	0	0	0	2	1	0	5	4	3	0	1	1	0	1	0	1	1	0	6	4	0	0	2	0	1	4	1	4	0	10	0	0	2	2	1	2	1	4	0	2	3	0	0	1	0	0	1	0	1	2	3	0	3	1	3	1	0	6	2	0	1	1	1	0	3	0	3	1	1	1	0	2	1	1	3	0	1	0	0	5	2	3	0	1	0	1	0	0	2	
Sample_8120-AD-7-filtered	Gyromitra olympiana	Gyromitra olympiana MICH345142 Germany	Gyromitra olympiana MICH345142	2	9	1	3	0	1	9	0	1	1	9	1	21	0	1	1	0	1	0	0	0	1	2	8	2	1	2	1	6	4	2	2	3	0	1	0	0	1	0	1	1	0	1	6	2	2	1	1	1	0	2	1	1	6	5	3	0	4	2	0	0	0	1	0	1	8	8	0	0	4	1	1	5	1	5	0	14	2	1	4	3	1	4	2	4	0	2	5	0	1	1	1	1	1	0	2	0	7	0	3	1	2	1	0	6	2	1	1	1	1	1	3	1	3	4	1	1	0	2	1	1	3	1	1	1	0	6	1	4	0	4	0	3	0	0	0	
Sample_8120-AD-8-filtered	Gyromitra geogenius	Gyromitra geogenius ZT-Myc0067647 Switzerland	Gyromitra geogenius ZT-Myc0067647	2	6	1	3	0	1	8	0	1	1	5	0	19	0	1	1	0	1	1	0	0	0	2	6	2	1	2	1	8	3	1	2	3	0	4	0	0	1	0	0	1	0	2	6	0	2	1	1	1	0	3	1	1	6	4	4	0	2	1	0	0	0	1	0	0	7	8	0	0	4	0	0	4	1	5	0	15	2	1	4	3	1	2	2	3	1	2	4	0	1	0	1	1	1	0	2	2	5	0	3	0	3	1	0	6	1	0	1	0	2	1	3	1	2	3	1	1	0	1	1	1	3	1	2	1	0	5	1	4	0	4	0	2	0	0	0	
Sample_8120-AD-9-filtered	Gyromitra mcknightii	Gyromitra mcknightii MICH346490 USA-WA	Gyromitra mcknightii MICH346490	2	11	1	3	0	1	9	1	1	1	10	1	20	1	1	1	0	1	0	0	0	0	2	8	2	1	2	1	6	2	2	2	4	1	2	0	0	2	0	1	1	0	2	4	2	2	1	1	1	0	2	1	1	7	6	3	0	4	2	0	0	0	1	1	1	8	8	0	0	4	1	1	6	1	5	0	14	2	1	3	3	1	2	2	4	1	2	5	0	1	1	1	1	1	0	1	1	5	0	3	1	3	1	0	6	2	1	1	1	2	1	3	1	3	4	0	1	0	2	1	1	3	1	1	1	0	5	1	4	0	2	0	3	0	0	0	
Sample_8120-AD-10-filtered	Hydnotrya sp. 3	Gyromitra sp. 3 UM1714 USA-NC	Gyromitra sp. 3 UM1714	5	7	0	0	1	1	7	0	1	1	5	0	4	0	1	0	0	1	0	0	0	0	1	6	1	0	1	0	6	1	0	1	0	0	1	0	0	0	0	1	1	0	1	4	1	2	1	0	0	0	2	1	0	5	5	3	0	3	2	0	0	0	0	0	3	5	5	1	0	0	1	1	3	0	5	0	6	0	0	3	1	1	1	0	4	0	1	4	0	0	1	1	0	0	0	0	1	5	0	3	1	3	1	0	6	2	1	1	1	2	1	3	1	3	4	0	1	0	2	0	1	3	1	1	0	0	4	1	0	0	0	0	0	0	0	0	
Sample_8120-AD-11-filtered	Gyromitra venenata	Gyromitra venenata MICH345124 France	Gyromitra venenata MICH345124	5	10	1	0	1	1	10	0	1	1	8	2	25	2	1	2	0	1	1	0	0	0	2	11	3	1	2	1	8	4	2	2	4	0	2	0	0	1	0	1	1	1	2	7	2	2	1	1	1	1	2	1	1	6	4	4	0	4	2	0	0	0	2	1	4	12	6	1	1	3	1	1	11	0	5	0	15	2	1	4	2	1	2	1	4	0	2	5	1	1	1	1	2	1	1	2	1	3	0	3	1	4	0	0	6	3	1	1	1	1	1	3	1	3	4	0	1	0	2	1	1	3	1	2	0	0	6	1	11	0	5	0	5	0	0	0	
Sample_8120-AD-12-filtered	Gyromitra gigas	Gyromitra gigas MICH345132 Germany	Gyromitra gigas MICH345132	2	9	1	2	0	1	8	0	1	1	10	1	21	0	1	1	0	1	0	0	0	0	2	9	2	1	2	1	6	3	2	2	3	0	2	0	0	1	0	1	1	0	1	5	2	2	1	1	1	0	2	1	1	6	4	3	0	4	2	0	0	0	1	0	1	8	8	0	0	4	1	1	5	1	5	0	15	1	1	3	3	1	3	1	4	1	2	5	0	1	1	1	1	1	0	2	1	5	0	3	1	4	1	0	6	2	1	1	1	1	1	3	1	3	3	1	1	0	2	0	1	3	1	1	1	0	5	1	4	0	3	0	3	0	0	0	
Sample_8120-AD-13-filtered	Gyromitra parma	Gyromitra parma MICH345134 Germany	Gyromitra parma MICH345134	2	10	1	2	0	1	5	1	1	1	8	1	16	0	1	1	0	1	0	0	0	0	2	9	1	1	2	1	6	2	1	2	3	0	2	0	0	1	0	0	1	0	2	3	2	2	1	0	1	0	2	1	1	7	5	3	0	3	2	0	0	0	1	0	1	9	6	0	0	3	1	1	3	1	5	0	12	1	1	3	3	1	2	1	4	1	2	4	0	0	1	1	1	1	0	0	2	5	0	3	1	2	0	0	6	2	0	1	1	1	1	3	1	3	2	1	1	0	2	1	0	3	1	1	1	0	6	1	4	0	2	0	3	0	0	0	
Sample_8120-AD-14-filtered	Gyromitra perlata	Gyromitra perlata MICH345136 Germany	Gyromitra perlata MICH345136	2	11	0	3	0	1	9	1	1	1	6	1	19	1	1	1	0	1	0	0	0	0	2	9	2	1	2	1	6	2	1	2	3	0	2	0	0	1	0	1	1	0	2	5	2	2	1	1	1	0	2	1	1	6	6	3	0	4	2	0	0	0	1	0	1	9	6	0	0	4	1	1	5	1	5	0	14	1	1	3	3	1	2	2	4	1	2	5	0	1	1	1	1	1	0	1	1	3	0	3	1	3	1	0	6	2	1	1	0	1	1	3	1	3	2	1	1	0	2	1	1	3	1	1	1	0	5	1	4	0	2	0	3	0	0	0	
Sample_8120-AD-15-filtered	Gyromitra parma	Gyromitra parma MICH345138 Germany	Gyromitra parma MICH345138	2	11	1	2	0	1	5	1	1	1	8	1	17	0	1	1	0	1	1	0	0	0	2	9	1	1	2	1	3	2	1	2	3	0	2	0	0	1	0	0	1	0	2	4	2	2	1	0	1	0	2	1	1	7	5	3	0	3	2	0	1	0	1	0	0	9	7	0	0	4	1	0	3	1	4	0	12	1	1	3	3	1	2	1	4	1	2	5	0	0	1	1	1	1	0	1	2	5	0	3	1	3	0	0	6	3	1	1	1	1	1	3	1	3	4	1	1	0	2	1	1	3	1	1	1	0	5	1	4	0	2	0	3	0	0	0	
Sample_8120-AD-17-filtered	Gyromitra martinii	Gyromitra martinii MICH346002 Germany	Gyromitra martinii MICH346002	2	10	1	2	0	1	8	0	1	1	10	1	19	1	1	1	0	1	1	0	0	0	2	8	1	1	2	1	4	2	1	2	3	0	2	0	0	1	0	0	1	0	2	4	2	2	1	0	1	0	2	1	1	6	4	3	0	3	2	0	0	0	1	0	1	9	6	0	0	4	1	0	3	1	5	0	12	1	0	3	3	1	2	1	4	1	2	5	0	0	1	1	1	0	0	1	1	3	0	3	1	3	1	0	7	3	0	1	1	1	1	3	1	3	6	1	1	0	2	1	1	3	1	1	1	0	6	1	4	0	2	0	3	0	0	0	
Sample_8120-AD-18-filtered	Hydnotrya bailii	Gyromitra bailii MICH345143 Germany	Gyromitra bailii MICH345143	5	7	0	0	1	1	7	0	1	1	5	0	4	1	1	0	0	1	0	0	0	0	1	4	1	0	1	0	6	1	1	1	0	0	0	0	0	0	0	1	1	0	1	5	1	2	1	0	0	0	2	1	0	5	4	4	0	2	2	0	0	0	0	1	2	5	5	1	0	0	1	1	2	0	4	0	6	0	0	3	1	1	1	0	4	0	2	4	0	0	1	1	0	0	0	0	1	6	1	3	1	4	1	0	6	2	1	1	1	1	1	2	1	3	4	0	1	0	2	1	1	3	1	2	1	1	4	1	0	0	0	0	1	0	0	0	
Sample_8120-AD-19-filtered	Gyromitra gigas	Gyromitra gigas MICH345151 Germany	Gyromitra gigas MICH345151	2	10	1	2	0	1	8	0	1	1	8	1	20	0	1	1	0	1	0	0	0	0	2	9	2	1	2	1	5	3	2	2	3	0	2	0	0	1	0	1	1	0	1	5	2	2	1	1	1	0	2	1	1	7	4	3	0	4	2	0	0	0	1	0	1	8	7	0	0	4	1	1	5	1	5	0	14	1	1	3	3	1	3	1	4	1	2	5	0	1	1	1	1	1	0	2	0	4	0	3	1	4	1	0	6	2	1	1	1	1	1	3	1	3	3	1	1	0	2	0	1	3	1	1	1	0	5	1	4	0	3	0	3	0	0	0	
Sample_8120-AD-20-filtered	Gyromitra geogenius	Gyromitra geogenius MICH345152 Germany	Gyromitra geogenius MICH345152	2	8	1	3	0	1	9	1	1	1	7	1	22	0	1	1	0	1	1	1	0	0	2	7	2	1	2	1	7	4	1	2	3	0	2	0	1	1	0	1	1	0	2	5	2	2	1	1	1	0	2	1	1	7	5	4	0	3	2	0	0	0	1	0	1	9	8	0	0	3	1	1	5	1	5	0	14	2	1	4	3	1	2	2	4	1	2	5	0	1	1	1	1	0	0	1	1	4	0	3	1	3	1	0	6	2	0	1	1	2	1	3	1	3	3	0	1	0	2	1	1	3	1	2	1	0	5	1	4	0	4	0	3	0	0	0	
Sample_8120-AD-21-filtered	Hydnotrya tulasnei	Gyromitra tulasnei MICH345153 Germany	Gyromitra tulasnei MICH345153	4	7	0	0	1	1	8	0	1	1	3	0	3	0	1	0	0	1	0	0	0	0	1	7	1	0	1	0	6	1	1	1	0	0	0	0	0	0	0	1	1	0	1	5	1	2	1	0	0	0	2	1	0	5	4	4	0	3	2	0	0	0	0	1	3	6	4	1	0	0	1	1	2	0	5	0	6	0	0	3	1	1	1	0	4	0	1	4	0	0	1	1	0	0	0	0	0	4	0	3	1	3	1	0	6	3	1	2	1	2	1	3	1	3	5	0	1	0	2	1	1	3	1	2	1	0	5	1	0	0	0	0	0	0	0	0	
Sample_9875-AD-1-filtered	Gyromitra splendida	Gyromitra splendida MICH346243 USA-AK	Gyromitra splendida MICH346243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Sample_9875-AD-2-filtered	Gyromitra californica	Gyromitra californica ARIZ-AN017729 USA-MT	Gyromitra californica ARIZ-AN017729	5	7	1	2	1	1	11	0	1	1	5	1	27	0	1	1	0	1	1	1	0	0	3	9	3	1	3	1	6	2	1	2	4	0	3	0	0	1	0	1	1	1	0	7	2	2	1	1	1	1	2	1	1	8	4	7	0	3	2	0	0	0	1	1	4	9	8	1	0	4	1	1	8	1	5	1	14	2	1	4	3	1	2	1	4	0	2	5	1	0	2	1	0	0	1	2	0	4	0	2	1	3	1	0	6	2	1	1	1	2	1	3	1	3	4	0	1	0	2	1	1	3	1	2	1	0	4	1	8	0	5	0	5	0	0	0	
Sample_9875-AD-3-filtered	Gyromitra melaleuca	"Paradiscina melaleuca MICH346528, LY-NV2020.05.32 France"	"Paradiscina melaleuca MICH346528, LY-NV2020.05.32"	5	7	1	2	0	1	10	1	1	1	5	1	27	1	1	1	0	1	2	0	0	0	2	9	2	1	3	1	7	4	2	2	3	1	4	0	0	1	0	0	1	1	1	7	2	2	1	1	1	1	2	1	1	9	5	5	0	4	2	0	0	0	1	1	1	10	7	1	0	4	1	1	6	0	5	0	14	2	1	2	3	1	2	1	4	0	2	5	0	1	1	1	1	1	0	2	1	4	0	2	1	3	1	1	6	3	1	1	1	1	1	2	1	3	5	0	1	0	2	1	1	3	2	2	1	0	4	2	6	0	3	0	5	0	0	0	
Sample_9875-AD-4-filtered	Gyromitra persicula	Gyromitra persicula MICH346493 USA-WA	Gyromitra persicula MICH346493	2	7	1	2	0	1	7	0	1	1	6	1	19	1	1	1	0	1	1	0	0	0	2	8	2	1	2	1	7	1	0	2	3	0	3	0	0	1	0	0	1	0	3	4	2	2	1	1	1	0	2	1	1	7	5	4	0	3	2	0	0	0	1	1	1	8	8	0	0	2	1	1	4	0	5	0	13	2	1	4	3	1	2	1	4	1	2	5	0	0	1	1	1	1	0	1	1	4	0	3	1	4	1	0	9	2	0	1	1	1	1	3	1	3	3	1	1	0	2	1	1	3	1	1	1	0	6	1	4	0	4	0	3	0	0	0	
Sample_9875-AD-5-filtered	Gyromitra sp. 6	Gyromitra sp. 6 ARIZ-AN044228 USA-AZ	Gyromitra sp. 6 ARIZ-AN044228	2	9	1	3	0	1	9	1	1	1	11	1	21	0	1	1	0	1	0	0	0	0	2	9	2	1	2	1	6	4	2	2	3	0	1	0	0	1	0	1	1	0	1	5	2	2	1	1	1	0	2	1	1	7	5	4	0	4	2	0	0	0	1	2	1	8	8	0	0	4	1	1	5	1	5	0	15	2	1	4	3	1	4	2	4	1	2	5	0	1	1	1	1	1	0	2	0	6	0	3	1	4	1	0	6	2	1	1	1	1	1	3	1	3	4	1	1	0	2	1	1	3	1	1	1	0	5	1	4	0	4	0	3	0	0	0	
Sample_9875-AD-6-filtered	Gyromitra sp. 9	Gyromitra sp. 9 FLAS-F-63292 USA-WA	Gyromitra sp. 9 FLAS-F-63292	5	9	0	2	1	1	17	0	1	1	11	2	25	1	1	1	0	1	0	0	0	0	3	10	3	1	2	1	6	2	2	3	4	0	2	0	0	2	0	1	1	1	1	7	2	2	1	1	1	1	2	1	1	8	4	6	0	4	2	0	2	0	2	1	4	11	9	1	0	3	1	1	10	1	5	0	16	2	1	4	3	1	2	1	4	1	2	5	1	1	1	0	2	1	1	1	1	6	0	3	1	3	1	0	6	4	1	1	1	2	1	2	1	3	5	0	1	0	2	1	1	3	1	2	1	0	6	2	10	0	5	0	5	0	0	0	
